hcpcs,mod,description,code,payment,wrvu,pervu,indicator,pervu,indicator,rvu,total,total,ind,days,op,op,op,proc,surg,surg,surg,surg,base,factor,procedures,flag,indicator,amount,amount,amount
88249,,Chromosome analysis 100,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88261,,Chromosome analysis 5,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88262,,Chromosome analysis 15-20,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88263,,Chromosome analysis 45,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88264,,Chromosome analysis 20-25,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88267,,Chromosome analys placenta,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88269,,Chromosome analys amniotic,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88271,,Cytogenetics dna probe,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88272,,Cytogenetics 3-5,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88273,,Cytogenetics 10-30,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88274,,Cytogenetics 25-99,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88275,,Cytogenetics 100-300,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88280,,Chromosome karyotype study,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88283,,Chromosome banding study,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88285,,Chromosome count additional,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88289,,Chromosome study additional,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88291,,Cyto/molecular report,A,,0.52,0.32,,0.32,,0.03,0.87,0.87,2,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88299,,Cytogenetic study,C,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88300,,Surgical path gross,A,,0.08,0.31,,0.31,NA,0.02,0.41,0.41,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88300,TC,Surgical path gross,A,,0.00,0.27,,0.27,NA,0.01,0.28,0.28,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88300,26,Surgical path gross,A,,0.08,0.04,,0.04,,0.01,0.13,0.13,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88302,,Tissue exam by pathologist,A,,0.13,0.69,,0.69,NA,0.02,0.84,0.84,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88302,TC,Tissue exam by pathologist,A,,0.00,0.63,,0.63,NA,0.01,0.64,0.64,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88302,26,Tissue exam by pathologist,A,,0.13,0.06,,0.06,,0.01,0.20,0.20,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88304,,Tissue exam by pathologist,A,,0.22,0.97,,0.97,NA,0.02,1.21,1.21,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88304,TC,Tissue exam by pathologist,A,,0.00,0.88,,0.88,NA,0.01,0.89,0.89,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88304,26,Tissue exam by pathologist,A,,0.22,0.09,,0.09,,0.01,0.32,0.32,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88305,,Tissue exam by pathologist,A,,0.75,1.20,,1.20,NA,0.02,1.97,1.97,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88305,TC,Tissue exam by pathologist,A,,0.00,0.89,,0.89,NA,0.01,0.90,0.90,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88305,26,Tissue exam by pathologist,A,,0.75,0.31,,0.31,,0.01,1.07,1.07,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88307,,Tissue exam by pathologist,A,,1.59,6.41,,6.41,NA,0.05,8.05,8.05,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88307,TC,Tissue exam by pathologist,A,,0.00,5.69,,5.69,NA,0.01,5.70,5.70,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88307,26,Tissue exam by pathologist,A,,1.59,0.72,,0.72,,0.04,2.35,2.35,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88309,,Tissue exam by pathologist,A,,2.80,9.34,,9.34,NA,0.11,12.25,12.25,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88309,TC,Tissue exam by pathologist,A,,0.00,8.06,,8.06,NA,0.03,8.09,8.09,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88309,26,Tissue exam by pathologist,A,,2.80,1.28,,1.28,,0.08,4.16,4.16,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88311,,Decalcify tissue,A,,0.24,0.31,,0.31,NA,0.02,0.57,0.57,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88311,TC,Decalcify tissue,A,,0.00,0.21,,0.21,NA,0.01,0.22,0.22,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88311,26,Decalcify tissue,A,,0.24,0.10,,0.10,,0.01,0.35,0.35,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88312,,Special stains group 1,A,,0.54,2.08,,2.08,NA,0.02,2.64,2.64,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88312,TC,Special stains group 1,A,,0.00,1.86,,1.86,NA,0.01,1.87,1.87,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88312,26,Special stains group 1,A,,0.54,0.22,,0.22,,0.01,0.77,0.77,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88313,,Special stains group 2,A,,0.24,1.58,,1.58,NA,0.02,1.84,1.84,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88313,TC,Special stains group 2,A,,0.00,1.49,,1.49,NA,0.01,1.50,1.50,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88313,26,Special stains group 2,A,,0.24,0.09,,0.09,,0.01,0.34,0.34,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88314,,Histochemical stains add-on,A,,0.45,1.71,,1.71,NA,0.02,2.18,2.18,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88314,TC,Histochemical stains add-on,A,,0.00,1.53,,1.53,NA,0.01,1.54,1.54,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88314,26,Histochemical stains add-on,A,,0.45,0.18,,0.18,,0.01,0.64,0.64,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88319,,Enzyme histochemistry,A,,0.53,1.83,,1.83,NA,0.04,2.40,2.40,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88319,TC,Enzyme histochemistry,A,,0.00,1.60,,1.60,NA,0.01,1.61,1.61,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88319,26,Enzyme histochemistry,A,,0.53,0.23,,0.23,,0.03,0.79,0.79,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88321,,Microslide consultation,A,,1.63,0.93,,0.67,,0.10,2.66,2.40,0,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88323,,Microslide consultation,A,,1.83,2.24,,2.24,NA,0.05,4.12,4.12,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88323,TC,Microslide consultation,A,,0.00,1.65,,1.65,NA,0.01,1.66,1.66,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88323,26,Microslide consultation,A,,1.83,0.59,,0.59,,0.04,2.46,2.46,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88325,,Comprehensive review of data,A,,2.50,3.33,,1.15,,0.11,5.94,3.76,0,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88329,,Path consult introp,A,,0.67,0.89,,0.31,,0.04,1.60,1.02,0,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88331,,Path consult intraop 1 bloc,A,,1.19,1.55,,1.55,NA,0.02,2.76,2.76,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88331,TC,Path consult intraop 1 bloc,A,,0.00,1.00,,1.00,NA,0.01,1.01,1.01,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88331,26,Path consult intraop 1 bloc,A,,1.19,0.55,,0.55,,0.01,1.75,1.75,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88332,,Path consult intraop addl,A,,0.59,0.61,,0.61,NA,0.02,1.22,1.22,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88332,TC,Path consult intraop addl,A,,0.00,0.34,,0.34,NA,0.01,0.35,0.35,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88332,26,Path consult intraop addl,A,,0.59,0.27,,0.27,,0.01,0.87,0.87,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88333,,Intraop cyto path consult 1,A,,1.20,1.67,,1.67,NA,0.05,2.92,2.92,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88333,TC,Intraop cyto path consult 1,A,,0.00,1.13,,1.13,NA,0.01,1.14,1.14,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88333,26,Intraop cyto path consult 1,A,,1.20,0.54,,0.54,,0.04,1.78,1.78,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88334,,Intraop cyto path consult 2,A,,0.73,1.05,,1.05,NA,0.04,1.82,1.82,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88334,TC,Intraop cyto path consult 2,A,,0.00,0.71,,0.71,NA,0.01,0.72,0.72,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88334,26,Intraop cyto path consult 2,A,,0.73,0.34,,0.34,,0.03,1.10,1.10,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88342,,Immunohisto antibody slide,I,+,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88342,TC,Immunohisto antibody slide,I,+,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88342,26,Immunohisto antibody slide,I,+,0.00,0.00,,0.00,,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88343,,Immunohisto antibod add slid,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,1,ZZZ,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88343,TC,Immunohisto antibod add slid,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,1,ZZZ,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88343,26,Immunohisto antibod add slid,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,1,ZZZ,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88346,,Immunofluorescent study,A,,0.86,2.09,,2.09,NA,0.02,2.97,2.97,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88346,TC,Immunofluorescent study,A,,0.00,1.76,,1.76,NA,0.01,1.77,1.77,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88346,26,Immunofluorescent study,A,,0.86,0.33,,0.33,,0.01,1.20,1.20,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88347,,Immunofluorescent study,A,,0.86,1.60,,1.60,NA,0.02,2.48,2.48,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88347,TC,Immunofluorescent study,A,,0.00,1.30,,1.30,NA,0.01,1.31,1.31,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88347,26,Immunofluorescent study,A,,0.86,0.30,,0.30,,0.01,1.17,1.17,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88348,,Electron microscopy,A,,1.51,17.98,,17.98,NA,0.12,19.61,19.61,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88348,TC,Electron microscopy,A,,0.00,17.39,,17.39,NA,0.08,17.47,17.47,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88348,26,Electron microscopy,A,,1.51,0.59,,0.59,,0.04,2.14,2.14,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88349,,Scanning electron microscopy,A,,0.76,10.58,,10.58,NA,0.07,11.41,11.41,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88349,TC,Scanning electron microscopy,A,,0.00,10.22,,10.22,NA,0.04,10.26,10.26,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88349,26,Scanning electron microscopy,A,,0.76,0.36,,0.36,,0.03,1.15,1.15,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88355,,Analysis skeletal muscle,A,,1.85,3.01,,3.01,NA,0.06,4.92,4.92,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88355,TC,Analysis skeletal muscle,A,,0.00,2.55,,2.55,NA,0.01,2.56,2.56,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88355,26,Analysis skeletal muscle,A,,1.85,0.46,,0.46,,0.05,2.36,2.36,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88356,,Analysis nerve,A,,3.02,4.62,,4.62,NA,0.17,7.81,7.81,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88356,TC,Analysis nerve,A,,0.00,4.03,,4.03,NA,0.04,4.07,4.07,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88356,26,Analysis nerve,A,,3.02,0.59,,0.59,,0.13,3.74,3.74,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88358,,Analysis tumor,A,,0.95,1.34,,1.34,NA,0.04,2.33,2.33,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88358,TC,Analysis tumor,A,,0.00,1.05,,1.05,NA,0.01,1.06,1.06,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88358,26,Analysis tumor,A,,0.95,0.29,,0.29,,0.03,1.27,1.27,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88360,,Tumor immunohistochem/manual,A,,1.10,2.49,,2.49,NA,0.04,3.63,3.63,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88360,TC,Tumor immunohistochem/manual,A,,0.00,2.09,,2.09,NA,0.01,2.10,2.10,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88360,26,Tumor immunohistochem/manual,A,,1.10,0.40,,0.40,,0.03,1.53,1.53,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88361,,Tumor immunohistochem/comput,A,,1.18,3.18,,3.18,NA,0.05,4.41,4.41,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88361,TC,Tumor immunohistochem/comput,A,,0.00,2.74,,2.74,NA,0.01,2.75,2.75,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88361,26,Tumor immunohistochem/comput,A,,1.18,0.44,,0.44,,0.04,1.66,1.66,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88362,,Nerve teasing preparations,A,,2.17,6.29,,6.29,NA,0.14,8.60,8.60,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88362,TC,Nerve teasing preparations,A,,0.00,5.39,,5.39,NA,0.04,5.43,5.43,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88362,26,Nerve teasing preparations,A,,2.17,0.90,,0.90,,0.10,3.17,3.17,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88363,,Xm archive tissue molec anal,A,,0.37,0.22,,0.14,,0.03,0.62,0.54,0,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88365,,Insitu hybridization (fish),A,,1.20,3.71,,3.71,NA,0.04,4.95,4.95,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88365,TC,Insitu hybridization (fish),A,,0.00,3.26,,3.26,NA,0.01,3.27,3.27,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88365,26,Insitu hybridization (fish),A,,1.20,0.45,,0.45,,0.03,1.68,1.68,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88367,,Insitu hybridization auto,A,,1.30,5.78,,5.78,NA,0.06,7.14,7.14,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88367,TC,Insitu hybridization auto,A,,0.00,5.38,,5.38,NA,0.01,5.39,5.39,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88367,26,Insitu hybridization auto,A,,1.30,0.40,,0.40,,0.05,1.75,1.75,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88368,,Insitu hybridization manual,A,,1.40,5.04,,5.04,NA,0.05,6.49,6.49,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88368,TC,Insitu hybridization manual,A,,0.00,4.67,,4.67,NA,0.01,4.68,4.68,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88368,26,Insitu hybridization manual,A,,1.40,0.37,,0.37,,0.04,1.81,1.81,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88371,,Protein western blot tissue,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88371,26,Protein western blot tissue,A,,0.37,0.14,,0.14,,0.03,0.54,0.54,6,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88372,,Protein analysis w/probe,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88372,26,Protein analysis w/probe,A,,0.37,0.14,,0.14,,0.03,0.54,0.54,6,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88375,,Optical endomicroscpy interp,I,,0.00,0.00,,0.00,,0.00,0.00,0.00,0,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.54,0.54,0.01
88380,,Microdissection laser,A,,1.56,3.71,,3.71,NA,0.05,5.32,5.32,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88380,TC,Microdissection laser,A,,0.00,3.07,,3.07,NA,0.01,3.08,3.08,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88380,26,Microdissection laser,A,,1.56,0.64,,0.64,,0.04,2.24,2.24,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88381,,Microdissection manual,A,,1.18,3.27,,3.27,NA,0.04,4.49,4.49,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88381,TC,Microdissection manual,A,,0.00,2.94,,2.94,NA,0.01,2.95,2.95,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88381,26,Microdissection manual,A,,1.18,0.33,,0.33,,0.03,1.54,1.54,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88387,,Tiss exam molecular study,A,,0.62,0.36,,0.36,NA,0.02,1.00,1.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88387,TC,Tiss exam molecular study,A,,0.00,0.17,,0.17,NA,0.01,0.18,0.18,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88387,26,Tiss exam molecular study,A,,0.62,0.19,,0.19,,0.01,0.82,0.82,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88388,,Tiss ex molecul study add-on,A,,0.45,0.45,,0.45,NA,0.02,0.92,0.92,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88388,TC,Tiss ex molecul study add-on,A,,0.00,0.24,,0.24,NA,0.01,0.25,0.25,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88388,26,Tiss ex molecul study add-on,A,,0.45,0.21,,0.21,,0.01,0.67,0.67,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88399,,Surgical pathology procedure,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88399,TC,Surgical pathology procedure,C,,0.00,0.00,,0.00,NA,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88399,26,Surgical pathology procedure,C,,0.00,0.00,,0.00,,0.00,0.00,0.00,1,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
88720,,Bilirubin total transcut,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88738,,Hgb quant transcutaneous,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88740,,Transcutaneous carboxyhb,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88741,,Transcutaneous methb,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
88749,,In vivo lab service,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
89049,,Chct for mal hyperthermia,A,,1.40,5.73,,0.34,,0.10,7.23,1.84,0,XXX,0.00,0.00,0.00,0,0,0,0,0,,35.8228,09,0,99,0.00,0.00,0.00
89050,,Body fluid cell count,X,,0.00,0.00,,0.00,,0.00,0.00,0.00,9,XXX,0.00,0.00,0.00,9,9,9,9,9,,35.8228,09,0,99,0.00,0.00,0.00
